"filename", "language", "JSON", "JavaScript", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\ManageAddress.jsx", "JavaScript JSX", 0, 0, 159, 0, 18, 177
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\MatchDays.jsx", "JavaScript JSX", 0, 0, -119, 0, -15, -134
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\MatchFrequency.jsx", "JavaScript JSX", 0, 0, -43, 0, -4, -47
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\MatchTimes.jsx", "JavaScript JSX", 0, 0, -108, 0, -15, -123
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\SignInAndSecurity.jsx", "JavaScript JSX", 0, 0, 678, 17, 75, 770
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\Subscriptions.jsx", "JavaScript JSX", 0, 0, 178, 1, 24, 203
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\TeamCoverImage.jsx", "JavaScript JSX", 0, 0, 24, 0, 1, 25
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\TeamCrest.jsx", "JavaScript JSX", 0, 0, 6, 0, 2, 8
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\TeamDetails.jsx", "JavaScript JSX", 0, 0, 47, -1, 4, 50
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\TeamManagement.jsx", "JavaScript JSX", 0, 0, 16, 0, 1, 17
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\index.jsx", "JavaScript JSX", 0, 0, 224, 3, 10, 237
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\_layout.jsx", "JavaScript JSX", 0, 0, 21, -1, 0, 20
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\auth\_layout.jsx", "JavaScript JSX", 0, 0, 1, 0, 0, 1
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\auth\login.jsx", "JavaScript JSX", 0, 0, 7, -1, -1, 5
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\auth\signup.jsx", "JavaScript JSX", 0, 0, 50, 5, 11, 66
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\AbbreviationEditor.jsx", "JavaScript JSX", 0, 0, 20, 0, 0, 20
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\AppleSignInButton.jsx", "JavaScript JSX", 0, 0, 61, 5, 14, 80
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\AwaitingResultCard.jsx", "JavaScript JSX", 0, 0, 1, 0, 0, 1
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BadgeList.jsx", "JavaScript JSX", 0, 0, 0, 0, 1, 1
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BadgeTierScrollView.jsx", "JavaScript JSX", 0, 0, 29, 0, 15, 44
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BadgeUnlockModal.jsx", "JavaScript JSX", 0, 0, 297, 39, 20, 356
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BasicPaywall.jsx", "JavaScript JSX", 0, 0, 60, 16, 25, 101
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BottomSheetModal.jsx", "JavaScript JSX", 0, 0, 3, 2, 3, 8
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BottomSheetWrapper.jsx", "JavaScript JSX", 0, 0, 4, 0, 0, 4
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BrandHeader.jsx", "JavaScript JSX", 0, 0, 25, 0, 0, 25
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CTAButton.jsx", "JavaScript JSX", 0, 0, 7, 0, 0, 7
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CachedImage.jsx", "JavaScript JSX", 0, 0, 3, 0, 1, 4
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ChildTeamCard.jsx", "JavaScript JSX", 0, 0, 316, 11, 19, 346
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ChipSelector.jsx", "JavaScript JSX", 0, 0, 50, 45, 6, 101
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompareEntityStats.jsx", "JavaScript JSX", 0, 0, 56, -1, 3, 58
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompareTeamStats.jsx", "JavaScript JSX", 0, 0, -316, -4, -21, -341
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompareTeamStatsRows.jsx", "JavaScript JSX", 0, 0, 270, 1, 9, 280
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompetitionInstanceCard.jsx", "JavaScript JSX", 0, 0, 149, 4, 15, 168
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompetitionRules.jsx", "JavaScript JSX", 0, 0, 22, 0, -1, 21
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CrestEditor.jsx", "JavaScript JSX", 0, 0, 32, 0, -1, 31
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CustomDropdown.jsx", "JavaScript JSX", 0, 0, 53, 9, 8, 70
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CustomTextInput.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 6
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\DivisionsList.jsx", "JavaScript JSX", 0, 0, 18, 1, 2, 21
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\DonutChart.jsx", "JavaScript JSX", 0, 0, 1, 0, 0, 1
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\EditableSettingsItem.jsx", "JavaScript JSX", 0, 0, -5, 0, -1, -6
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\EntityStats.jsx", "JavaScript JSX", 0, 0, 82, 0, -3, 79
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\Explore.jsx", "JavaScript JSX", 0, 0, 401, 10, 35, 446
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\FixtureManagement.jsx", "JavaScript JSX", 0, 0, 153, 0, 9, 162
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\FixturePage.jsx", "JavaScript JSX", 0, 0, -5, 2, 2, -1
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\FixturesAccordion.jsx", "JavaScript JSX", 0, 0, 47, 0, 4, 51
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\FixturesHomeCard.jsx", "JavaScript JSX", 0, 0, -2, 0, 0, -2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ForfeitRequestModal.jsx", "JavaScript JSX", 0, 0, 52, 4, 8, 64
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\HeadToHead.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 6
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\HomeScreenCardLarge.jsx", "JavaScript JSX", 0, 0, 36, 0, 4, 40
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ImageUploader.jsx", "JavaScript JSX", 0, 0, 9, 0, 1, 10
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\KnockoutBracket.jsx", "JavaScript JSX", 0, 0, 126, 4, 10, 140
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\LeaderboardRow.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\LeagueHomeCard.jsx", "JavaScript JSX", 0, 0, 2, 0, 0, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\LeagueTableWrapper.jsx", "JavaScript JSX", 0, 0, 13, 0, 0, 13
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\LivePulseCard.jsx", "JavaScript JSX", 0, 0, -3, 0, 0, -3
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ManageCompTeam.jsx", "JavaScript JSX", 0, 0, 546, 16, 42, 604
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\MenuContainer.jsx", "JavaScript JSX", 0, 0, 2, 0, 0, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\MyTeamCard.jsx", "JavaScript JSX", 0, 0, 8, 0, 0, 8
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PersonalDetailsComponent.jsx", "JavaScript JSX", 0, 0, 223, 7, 33, 263
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerFrameList.jsx", "JavaScript JSX", 0, 0, 101, 0, 11, 112
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerLeaderboard.jsx", "JavaScript JSX", 0, 0, 97, 6, 14, 117
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerProfile.jsx", "JavaScript JSX", 0, 0, 2, 0, 5, 7
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerProfileHeader.jsx", "JavaScript JSX", 0, 0, 163, 13, 27, 203
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerStatSelector.jsx", "JavaScript JSX", 0, 0, 111, 0, 7, 118
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerStatsPage.jsx", "JavaScript JSX", 0, 0, 2, 0, 0, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ProGate.jsx", "JavaScript JSX", 0, 0, 110, 5, 15, 130
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ResultsList.jsx", "JavaScript JSX", 0, 0, 37, -1, 6, 42
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SearchResultsOverlay.jsx", "JavaScript JSX", 0, 0, 1, 0, 0, 1
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SeasonStats.jsx", "JavaScript JSX", 0, 0, 2, 0, 1, 3
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SettingsItem.jsx", "JavaScript JSX", 0, 0, 35, 0, 1, 36
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SevenSegmentScoreboard.jsx", "JavaScript JSX", 0, 0, 120, 5, 16, 141
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\Skeletons.jsx", "JavaScript JSX", 0, 0, 7, 0, 1, 8
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SpinningSun.jsx", "JavaScript JSX", 0, 0, 135, 3, 25, 163
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\StatCard.jsx", "JavaScript JSX", 0, 0, 3, 0, 0, 3
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SwitchSettingsItem.jsx", "JavaScript JSX", 0, 0, 12, 0, 3, 15
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TeamInviteCard.jsx", "JavaScript JSX", 0, 0, 45, 4, 4, 53
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TeamInviteCard2.jsx", "JavaScript JSX", 0, 0, 233, 9, 16, 258
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TeamProfile.jsx", "JavaScript JSX", 0, 0, -17, 0, 1, -16
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TeamProfileHeader.jsx", "JavaScript JSX", 0, 0, 171, 10, 26, 207
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TicketCard.jsx", "JavaScript JSX", 0, 0, 202, 9, 19, 230
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TicketCarousel.jsx", "JavaScript JSX", 0, 0, 104, 7, 14, 125
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TicketTapeBanner.jsx", "JavaScript JSX", 0, 0, 111, 11, 11, 133
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TrophyCabinet.jsx", "JavaScript JSX", 0, 0, -46, -3, 1, -48
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TrophyCabinetPlaque.jsx", "JavaScript JSX", 0, 0, 76, 15, 8, 99
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TrophyModaContent.jsx", "JavaScript JSX", 0, 0, 191, 16, 28, 235
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\svgs.jsx", "JavaScript JSX", 0, 0, 9, 0, 1, 10
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\AdminContext.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\AppRealtimeProvider.jsx", "JavaScript JSX", 0, 0, 57, -3, -6, 48
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\BadgeUnlockProvider.jsx", "JavaScript JSX", 0, 0, 26, 5, 7, 38
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\NotificationsPanelProvider.jsx", "JavaScript JSX", 0, 0, 305, 28, 49, 382
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\RevenueCatProvider.jsx", "JavaScript JSX", 0, 0, 301, 80, 54, 435
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\UserProvider.jsx", "JavaScript JSX", 0, 0, 18, 0, 3, 21
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAcceptTeamInvite.jsx", "JavaScript JSX", 0, 0, 21, 0, 6, 27
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useActiveFrame.jsx", "JavaScript JSX", 0, 0, 77, 2, 7, 86
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useActiveSubscription.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAddresses.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAdminsByDistrict.jsx", "JavaScript JSX", 0, 0, 19, 0, 5, 24
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAmendedFixtures.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAuth.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAuthUserProfile2.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useChildTeamInvites.jsx", "JavaScript JSX", 0, 0, 20, 0, 5, 25
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useChildTeams.jsx", "JavaScript JSX", 0, 0, 20, 0, 4, 24
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCompetition.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCompetitionInstanceDetails.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCompetitionInstances.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCompetitions.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCreateChildTeam.jsx", "JavaScript JSX", 0, 0, 16, 0, 3, 19
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useDeclineTeamInvite.jsx", "JavaScript JSX", 0, 0, 21, 0, 6, 27
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useDisputedFixtures.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useDistricts.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useDivisions.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useFixtureDetails.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useFixturesAwaitingResults.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useGlobalRank.jsx", "JavaScript JSX", 0, 0, 22, 0, 4, 26
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useGroupedFixtures.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useGroupedResults.jsx", "JavaScript JSX", 0, 0, 2, 0, 2, 4
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useHeadToHeadStats.jsx", "JavaScript JSX", 0, 0, 13, 0, 7, 20
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useIAPHook.jsx", "JavaScript JSX", 0, 0, -420, -26, -66, -512
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useJoinDivisionRequests.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useJoinTeamRequests.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useKnockoutBracket.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useLast5Results.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useLeaveChildTeam.jsx", "JavaScript JSX", 0, 0, 20, 0, 6, 26
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useLogChanges.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useNotifications.jsx", "JavaScript JSX", 0, 0, 20, 0, 4, 24
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\usePlayerAwards.jsx", "JavaScript JSX", 0, 0, -2, 0, 1, -1
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\usePlayerFrameStats.jsx", "JavaScript JSX", 0, 0, 33, 2, 7, 42
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\usePlayerFrames.jsx", "JavaScript JSX", 0, 0, 76, 17, 22, 115
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\usePlayerInvitesAndRequests.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\usePlayerLeaderboard.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\usePlayerRankings.jsx", "JavaScript JSX", 0, 0, 20, 0, 5, 25
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\usePlayerStats.jsx", "JavaScript JSX", 0, 0, 2, 0, 2, 4
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\usePlayersByDistrict.jsx", "JavaScript JSX", 0, 0, -3, 0, 1, -2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useRecentBadges.jsx", "JavaScript JSX", 0, 0, 21, 0, 4, 25
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useRequestToJoinTeam.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useResultsByFixture.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useResultsPendingApproval.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useSaveMatchResults.jsx", "JavaScript JSX", 0, 0, 5, 0, 2, 7
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useSeasonStats.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useSeasons.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useStandings.jsx", "JavaScript JSX", 0, 0, 12, 0, 4, 16
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useSubscription.jsx", "JavaScript JSX", 0, 0, -83, -22, -20, -125
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useTeamAwards.jsx", "JavaScript JSX", 0, 0, -2, 0, 1, -1
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useTeamLeaderboard.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useTeamPlayerActions.jsx", "JavaScript JSX", 0, 0, -5, 23, 3, 21
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useTeamPlayers.jsx", "JavaScript JSX", 0, 0, -3, 0, 1, -2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useTeamProfile.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useTeamStats.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useTeamsByDistrict.jsx", "JavaScript JSX", 0, 0, 2, 0, 1, 3
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useTeamsByDivision.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
