"filename", "language", "JavaScript", "JSON", "TypeScript", "PostCSS", "Properties", "JavaScript JSX", "JSON with Comments", "comment", "blank", "total"
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\role-select.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 68, 0, 1, 7, 76
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\signup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 193, 0, 0, 21, 214
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\users.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 4, 14
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\babel.config.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\cesconfig.jsonc", "JSON with Comments", 0, 0, 0, 0, 0, 0, 29, 2, 0, 31
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\eas.json", "JSON", 0, 21, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\eslint.config.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 1, 2, 16
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\global.css", "PostCSS", 0, 0, 0, 119, 0, 0, 0, 0, 3, 122
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\metro.config.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\nativewind-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 2, 1, 3
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\package-lock.json", "JSON", 0, 14069, 0, 0, 0, 0, 0, 0, 1, 14070
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\package.json", "JSON", 0, 69, 0, 0, 0, 0, 0, 0, 1, 70
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\prettier.config.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\tailwind.config.js", "JavaScript", 85, 0, 0, 0, 0, 0, 0, 1, 2, 88
"Total", "-", 1032, 14159, 0, 119, 2, 9993, 29, 191, 1246, 26771
